Endereço;Bairro;Quartos;Vaga Estacionamento;Tipo;Valor Aluguel;Total (imposto,outros );Localização Real;Metros;Bairro Completo;Sufixo
Rua Ribeirão Branco;Vila Bertioga;2;0;Apartamento;R$ 2.430;2723;Rua Ribeirão Branco, São Paulo, Brasil;43;Vila Bertioga, Rua Ribeirão Branco;Vila Bertioga, Rua Ribeirão Branco, São Paulo, Brasil
Rua Ribeirão Branco;Vila Bertioga;2;0;Apartamento;R$ 2.430;2661;Rua Ribeirão Branco, São Paulo, Brasil;36;Vila Bertioga, Rua Ribeirão Branco;Vila Bertioga, Rua Ribeirão Branco, São Paulo, Brasil
Rua Ribeirão Branco;Vila Bertioga;2;0;Apartamento;R$ 2.430;2661;Rua Ribeirão Branco, São Paulo, Brasil;39;Vila Bertioga, Rua Ribeirão Branco;Vila Bertioga, Rua Ribeirão Branco, São Paulo, Brasil
Rua Álvaro de Carvalho;Centro;2;0;Apartamento;R$ 2.420;3223;Rua Álvaro de Carvalho, São Paulo, Brasil;39;Centro, Rua Álvaro de Carvalho;Centro, Rua Álvaro de Carvalho, São Paulo, Brasil
Rua Coronel Mursa;Brás;2;0;Apartamento;R$ 2.408;2985;Rua Coronel Mursa, São Paulo, Brasil;35;Brás, Rua Coronel Mursa;Brás, Rua Coronel Mursa, São Paulo, Brasil
Rua Luís Góis;Mirandópolis;2;0;Apartamento;R$ 2.400;3193;Rua Luís Góis, São Paulo, Brasil;58;Mirandópolis, Rua Luís Góis;Mirandópolis, Rua Luís Góis, São Paulo, Brasil
Rua Cajaíba;Vila Pompéia;2;0;Apartamento;R$ 2.400;3082;Rua Cajaíba, São Paulo, Brasil;70;Vila Pompéia, Rua Cajaíba;Vila Pompéia, Rua Cajaíba, São Paulo, Brasil
Rua Conselheiro Lafaiette;Mooca;2;0;Apartamento;R$ 2.400;2993;Rua Conselheiro Lafaiette, São Paulo, Brasil;45;Mooca, Rua Conselheiro Lafaiette;Mooca, Rua Conselheiro Lafaiette, São Paulo, Brasil
Rua Quixadá;Vila Invernada;2;0;Apartamento;R$ 2.400;2943;Rua Quixadá, São Paulo, Brasil;38;Vila Invernada, Rua Quixadá;Vila Invernada, Rua Quixadá, São Paulo, Brasil
Avenida José André de Moraes;Jardim Monte Alegre;2;0;Apartamento;R$ 2.400;2923;Avenida José André de Moraes, São Paulo, Brasil;42;Jardim Monte Alegre, Avenida José André de Moraes;Jardim Monte Alegre, Avenida José André de Moraes, São Paulo, Brasil
Avenida Mário Lopes Leão;Santo Amaro;2;0;Apartamento;R$ 2.400;2920;Avenida Mário Lopes Leão, São Paulo, Brasil;33;Santo Amaro, Avenida Mário Lopes Leão;Santo Amaro, Avenida Mário Lopes Leão, São Paulo, Brasil
Praça Professor José Azevedo Antunes;Lapa;2;0;Apartamento;R$ 2.400;2753;Praça Professor José Azevedo Antunes, São Paulo, Brasil;75;Lapa, Praça Professor José Azevedo Antunes;Lapa, Praça Professor José Azevedo Antunes, São Paulo, Brasil
Rua Catarina Vieira;Vila Dalila;2;0;Apartamento;R$ 2.400;2663;Rua Catarina Vieira, São Paulo, Brasil;43;Vila Dalila, Rua Catarina Vieira;Vila Dalila, Rua Catarina Vieira, São Paulo, Brasil
Avenida Vila Ema;Vila Ema;2;0;Apartamento;R$ 2.400;2493;Avenida Vila Ema, São Paulo, Brasil;49;Vila Ema, Avenida Vila Ema;Vila Ema, Avenida Vila Ema, São Paulo, Brasil
Rua Luís Carlos Paraná;Jardim Cidalia;2;0;Apartamento;R$ 2.400;2431;Rua Luís Carlos Paraná, São Paulo, Brasil;65;Jardim Cidalia, Rua Luís Carlos Paraná;Jardim Cidalia, Rua Luís Carlos Paraná, São Paulo, Brasil
Praca Marechal;Santa Cecília;2;0;Apartamento;R$ 2.392;3134;Praca Marechal, São Paulo, Brasil;55;Santa Cecília, Praca Marechal;Santa Cecília, Praca Marechal, São Paulo, Brasil
Rua José Getúlio;Liberdade;2;0;Apartamento;R$ 2.360;2841;Rua José Getúlio, São Paulo, Brasil;40;Liberdade, Rua José Getúlio;Liberdade, Rua José Getúlio, São Paulo, Brasil
Rua Jaguaribe;Vila Buarque;2;0;Apartamento;R$ 2.350;3000;Rua Jaguaribe, São Paulo, Brasil;50;Vila Buarque, Rua Jaguaribe;Vila Buarque, Rua Jaguaribe, São Paulo, Brasil
Rua Monsenhor Andrade;Brás;2;0;Apartamento;R$ 2.350;2942;Rua Monsenhor Andrade, São Paulo, Brasil;80;Brás, Rua Monsenhor Andrade;Brás, Rua Monsenhor Andrade, São Paulo, Brasil
Rua Francisco Estácio Fortes;Santa Cecília;2;0;Apartamento;R$ 2.350;2836;Rua Francisco Estácio Fortes, São Paulo, Brasil;75;Santa Cecília, Rua Francisco Estácio Fortes;Santa Cecília, Rua Francisco Estácio Fortes, São Paulo, Brasil
Rua Doutor Bento Teobaldo Ferraz;Várzea Da Barra Funda;2;0;Apartamento;R$ 2.350;2782;Rua Doutor Bento Teobaldo Ferraz, São Paulo, Brasil;40;Várzea Da Barra Funda, Rua Doutor Bento Teobaldo Ferraz;Várzea Da Barra Funda, Rua Doutor Bento Teobaldo Ferraz, São Paulo, Brasil
Rua Asdrúbal do Nascimento;Bela Vista;2;0;Apartamento;R$ 2.330;2986;Rua Asdrúbal do Nascimento, São Paulo, Brasil;50;Bela Vista, Rua Asdrúbal do Nascimento;Bela Vista, Rua Asdrúbal do Nascimento, São Paulo, Brasil
Rua Lavradio;Barra Funda;2;0;Apartamento;R$ 2.310;2914;Rua Lavradio, São Paulo, Brasil;78;Barra Funda, Rua Lavradio;Barra Funda, Rua Lavradio, São Paulo, Brasil
Rua Doutor Nicolau de Sousa Queirós;Vila Mariana;2;0;Apartamento;R$ 2.310;2799;Rua Doutor Nicolau de Sousa Queirós, São Paulo, Brasil;60;Vila Mariana, Rua Doutor Nicolau de Sousa Queirós;Vila Mariana, Rua Doutor Nicolau de Sousa Queirós, São Paulo, Brasil
Rua Galeno de Castro;Jurubatuba;2;0;Apartamento;R$ 2.310;2674;Rua Galeno de Castro, São Paulo, Brasil;40;Jurubatuba, Rua Galeno de Castro;Jurubatuba, Rua Galeno de Castro, São Paulo, Brasil
Avenida Paes de Barros;Mooca;2;0;Apartamento;R$ 2.300;3029;Avenida Paes de Barros, São Paulo, Brasil;71;Mooca, Avenida Paes de Barros;Mooca, Avenida Paes de Barros, São Paulo, Brasil
Praça Alberto Lion;Cambuci;2;0;Apartamento;R$ 2.300;2834;Praça Alberto Lion, São Paulo, Brasil;40;Cambuci, Praça Alberto Lion;Cambuci, Praça Alberto Lion, São Paulo, Brasil
Rua Alexandrino da Silveira Bueno;Cambuci;2;0;Apartamento;R$ 2.300;2749;Rua Alexandrino da Silveira Bueno, São Paulo, Brasil;41;Cambuci, Rua Alexandrino da Silveira Bueno;Cambuci, Rua Alexandrino da Silveira Bueno, São Paulo, Brasil
Rua Ezequiel Freire;Santana;2;0;Apartamento;R$ 2.300;2639;Rua Ezequiel Freire, São Paulo, Brasil;71;Santana, Rua Ezequiel Freire;Santana, Rua Ezequiel Freire, São Paulo, Brasil
Rua Antão Leme da Silva;Cidade Líder;2;0;Apartamento;R$ 2.300;2569;Rua Antão Leme da Silva, São Paulo, Brasil;44;Cidade Líder, Rua Antão Leme da Silva;Cidade Líder, Rua Antão Leme da Silva, São Paulo, Brasil
Rua Catarina Vieira;Vila Dalila;2;0;Apartamento;R$ 2.300;2559;Rua Catarina Vieira, São Paulo, Brasil;44;Vila Dalila, Rua Catarina Vieira;Vila Dalila, Rua Catarina Vieira, São Paulo, Brasil
Rua Tomé de Lara;Tucuruvi;2;0;Apartamento;R$ 2.300;2480;Rua Tomé de Lara, São Paulo, Brasil;54;Tucuruvi, Rua Tomé de Lara;Tucuruvi, Rua Tomé de Lara, São Paulo, Brasil
Rua Labatut;Ipiranga;2;0;Apartamento;R$ 2.300;2389;Rua Labatut, São Paulo, Brasil;52;Ipiranga, Rua Labatut;Ipiranga, Rua Labatut, São Paulo, Brasil
Largo do Arouche;República;2;0;Apartamento;R$ 2.250;2877;Largo do Arouche, São Paulo, Brasil;80;República, Largo do Arouche;República, Largo do Arouche, São Paulo, Brasil
Avenida São João;República;2;0;Apartamento;R$ 2.250;2803;Avenida São João, São Paulo, Brasil;94;República, Avenida São João;República, Avenida São João, São Paulo, Brasil
Rua Martim Burchard;Brás;2;0;Apartamento;R$ 2.250;2712;Rua Martim Burchard, São Paulo, Brasil;44;Brás, Rua Martim Burchard;Brás, Rua Martim Burchard, São Paulo, Brasil
Avenida Brigadeiro Luís Antônio;Bela Vista;2;0;Apartamento;R$ 2.240;3144;Avenida Brigadeiro Luís Antônio, São Paulo, Brasil;80;Bela Vista, Avenida Brigadeiro Luís Antônio;Bela Vista, Avenida Brigadeiro Luís Antônio, São Paulo, Brasil
Rua Manuel Leiroz;Vila Penteado;2;0;Apartamento;R$ 2.240;2619;Rua Manuel Leiroz, São Paulo, Brasil;40;Vila Penteado, Rua Manuel Leiroz;Vila Penteado, Rua Manuel Leiroz, São Paulo, Brasil
Rua Bárbara Heliodora;Vila Romana;2;0;Apartamento;R$ 2.230;3192;Rua Bárbara Heliodora, São Paulo, Brasil;59;Vila Romana, Rua Bárbara Heliodora;Vila Romana, Rua Bárbara Heliodora, São Paulo, Brasil
Avenida João Dias;Santo Amaro;2;0;Apartamento;R$ 2.230;3116;Avenida João Dias, São Paulo, Brasil;70;Santo Amaro, Avenida João Dias;Santo Amaro, Avenida João Dias, São Paulo, Brasil
Rua Muniz de Sousa;Aclimação;2;0;Apartamento;R$ 2.230;3061;Rua Muniz de Sousa, São Paulo, Brasil;88;Aclimação, Rua Muniz de Sousa;Aclimação, Rua Muniz de Sousa, São Paulo, Brasil
Rua Friedrich Von Voith;Jardim Sao Joao (Jaragua);2;0;Apartamento;R$ 2.220;2506;Rua Friedrich Von Voith, São Paulo, Brasil;50;Jardim Sao Joao (Jaragua), Rua Friedrich Von Voith;Jardim Sao Joao (Jaragua), Rua Friedrich Von Voith, São Paulo, Brasil
Rua Doutor César;Santana;2;0;Apartamento;R$ 2.201;2909;Rua Doutor César, São Paulo, Brasil;68;Santana, Rua Doutor César;Santana, Rua Doutor César, São Paulo, Brasil
Rua Barata Ribeiro;Bela Vista;2;0;Apartamento;R$ 2.200;3165;Rua Barata Ribeiro, São Paulo, Brasil;75;Bela Vista, Rua Barata Ribeiro;Bela Vista, Rua Barata Ribeiro, São Paulo, Brasil
Avenida Brigadeiro Luís Antônio;Sé;2;0;Apartamento;R$ 2.200;3116;Avenida Brigadeiro Luís Antônio, São Paulo, Brasil;88;Sé, Avenida Brigadeiro Luís Antônio;Sé, Avenida Brigadeiro Luís Antônio, São Paulo, Brasil
Avenida Nove de Julho;Bela Vista;2;0;Apartamento;R$ 2.200;3084;Avenida Nove de Julho, São Paulo, Brasil;87;Bela Vista, Avenida Nove de Julho;Bela Vista, Avenida Nove de Julho, São Paulo, Brasil
Avenida Lacerda Franco;Cambuci;2;0;Apartamento;R$ 2.200;3082;Avenida Lacerda Franco, São Paulo, Brasil;72;Cambuci, Avenida Lacerda Franco;Cambuci, Avenida Lacerda Franco, São Paulo, Brasil
Rua Doutor Nicolau de Sousa Queirós;Vila Mariana;2;0;Apartamento;R$ 2.200;2964;Rua Doutor Nicolau de Sousa Queirós, São Paulo, Brasil;50;Vila Mariana, Rua Doutor Nicolau de Sousa Queirós;Vila Mariana, Rua Doutor Nicolau de Sousa Queirós, São Paulo, Brasil
Rua Clélia;Água Branca;2;0;Apartamento;R$ 2.200;2926;Rua Clélia, São Paulo, Brasil;70;Água Branca, Rua Clélia;Água Branca, Rua Clélia, São Paulo, Brasil
Rua Borges;Parada Inglesa;2;0;Apartamento;R$ 2.200;2919;Rua Borges, São Paulo, Brasil;57;Parada Inglesa, Rua Borges;Parada Inglesa, Rua Borges, São Paulo, Brasil
Rua Aristides Viadana;Parque Residencial Da Lapa;2;0;Apartamento;R$ 2.200;2909;Rua Aristides Viadana, São Paulo, Brasil;70;Parque Residencial Da Lapa, Rua Aristides Viadana;Parque Residencial Da Lapa, Rua Aristides Viadana, São Paulo, Brasil
Rua Santo Antônio;Bela Vista;2;0;Apartamento;R$ 2.200;2814;Rua Santo Antônio, São Paulo, Brasil;37;Bela Vista, Rua Santo Antônio;Bela Vista, Rua Santo Antônio, São Paulo, Brasil
Rua General Júlio Marcondes Salgado;Campos Elíseos;2;0;Apartamento;R$ 2.200;2762;Rua General Júlio Marcondes Salgado, São Paulo, Brasil;70;Campos Elíseos, Rua General Júlio Marcondes Salgado;Campos Elíseos, Rua General Júlio Marcondes Salgado, São Paulo, Brasil
Rua Conselheiro João Alfredo;Mooca;2;0;Apartamento;R$ 2.200;2750;Rua Conselheiro João Alfredo, São Paulo, Brasil;70;Mooca, Rua Conselheiro João Alfredo;Mooca, Rua Conselheiro João Alfredo, São Paulo, Brasil
Rua Cônego Vicente Miguel Marino;Barra Funda;2;0;Apartamento;R$ 2.200;2704;Rua Cônego Vicente Miguel Marino, São Paulo, Brasil;40;Barra Funda, Rua Cônego Vicente Miguel Marino;Barra Funda, Rua Cônego Vicente Miguel Marino, São Paulo, Brasil
Rua Doutor Bento Teobaldo Ferraz;Várzea Da Barra Funda;2;0;Apartamento;R$ 2.200;2685;Rua Doutor Bento Teobaldo Ferraz, São Paulo, Brasil;44;Várzea Da Barra Funda, Rua Doutor Bento Teobaldo Ferraz;Várzea Da Barra Funda, Rua Doutor Bento Teobaldo Ferraz, São Paulo, Brasil
Rua Francisco Luiz de Souza Júnior;Água Branca;2;0;Apartamento;R$ 2.200;2684;Rua Francisco Luiz de Souza Júnior, São Paulo, Brasil;45;Água Branca, Rua Francisco Luiz de Souza Júnior;Água Branca, Rua Francisco Luiz de Souza Júnior, São Paulo, Brasil
Rua Serra de Jairé;Quarta Parada;2;0;Apartamento;R$ 2.200;2678;Rua Serra de Jairé, São Paulo, Brasil;37;Quarta Parada, Rua Serra de Jairé;Quarta Parada, Rua Serra de Jairé, São Paulo, Brasil
Rua Amandaú;Tucuruvi;2;0;Apartamento;R$ 2.200;2590;Rua Amandaú, São Paulo, Brasil;34;Tucuruvi, Rua Amandaú;Tucuruvi, Rua Amandaú, São Paulo, Brasil
Rua Antônio Lôbo;Penha De França;2;0;Apartamento;R$ 2.200;2583;Rua Antônio Lôbo, São Paulo, Brasil;87;Penha De França, Rua Antônio Lôbo;Penha De França, Rua Antônio Lôbo, São Paulo, Brasil
Rua do Bosque;Barra Funda;2;0;Apartamento;R$ 2.200;2568;Rua do Bosque, São Paulo, Brasil;35;Barra Funda, Rua do Bosque;Barra Funda, Rua do Bosque, São Paulo, Brasil
Rua do Bosque;Barra Funda;2;0;Apartamento;R$ 2.200;2568;Rua do Bosque, São Paulo, Brasil;36;Barra Funda, Rua do Bosque;Barra Funda, Rua do Bosque, São Paulo, Brasil
Rua Conselheiro Lafaiette;Mooca;2;0;Apartamento;R$ 2.200;2532;Rua Conselheiro Lafaiette, São Paulo, Brasil;41;Mooca, Rua Conselheiro Lafaiette;Mooca, Rua Conselheiro Lafaiette, São Paulo, Brasil
Rua Galeno de Castro;Jurubatuba;2;0;Apartamento;R$ 2.200;2520;Rua Galeno de Castro, São Paulo, Brasil;35;Jurubatuba, Rua Galeno de Castro;Jurubatuba, Rua Galeno de Castro, São Paulo, Brasil
Rua Dr. Fomm;Belenzinho;2;0;Apartamento;R$ 2.200;2478;Rua Dr. Fomm, São Paulo, Brasil;44;Belenzinho, Rua Dr. Fomm;Belenzinho, Rua Dr. Fomm, São Paulo, Brasil
Rua Catarina Vieira;Vila Dalila;2;0;Apartamento;R$ 2.200;2454;Rua Catarina Vieira, São Paulo, Brasil;42;Vila Dalila, Rua Catarina Vieira;Vila Dalila, Rua Catarina Vieira, São Paulo, Brasil
Rua do Córrego;Vila Carrão;2;0;Apartamento;R$ 2.200;2451;Rua do Córrego, São Paulo, Brasil;47;Vila Carrão, Rua do Córrego;Vila Carrão, Rua do Córrego, São Paulo, Brasil
Rua Saturnino dos Santos;Vila Firmiano Pinto;2;0;Apartamento;R$ 2.200;2438;Rua Saturnino dos Santos, São Paulo, Brasil;55;Vila Firmiano Pinto, Rua Saturnino dos Santos;Vila Firmiano Pinto, Rua Saturnino dos Santos, São Paulo, Brasil
Rua Barão de Tramandaí;Vila Alpina;2;0;Apartamento;R$ 2.200;2404;Rua Barão de Tramandaí, São Paulo, Brasil;62;Vila Alpina, Rua Barão de Tramandaí;Vila Alpina, Rua Barão de Tramandaí, São Paulo, Brasil
Rua Alicante;Vila Granada;2;0;Apartamento;R$ 2.200;2328;Rua Alicante, São Paulo, Brasil;38;Vila Granada, Rua Alicante;Vila Granada, Rua Alicante, São Paulo, Brasil
Rua Tomé de Lara;Tucuruvi;2;0;Apartamento;R$ 2.200;2284;Rua Tomé de Lara, São Paulo, Brasil;40;Tucuruvi, Rua Tomé de Lara;Tucuruvi, Rua Tomé de Lara, São Paulo, Brasil
Rua Tenente Otávio Gomes;Aclimação;2;0;Apartamento;R$ 2.195;2419;Rua Tenente Otávio Gomes, São Paulo, Brasil;73;Aclimação, Rua Tenente Otávio Gomes;Aclimação, Rua Tenente Otávio Gomes, São Paulo, Brasil
Rua Cesario Ramalho;Cambuci;2;0;Apartamento;R$ 2.193;2577;Rua Cesario Ramalho, São Paulo, Brasil;80;Cambuci, Rua Cesario Ramalho;Cambuci, Rua Cesario Ramalho, São Paulo, Brasil
Rua Terra Roxa;Cidade Mãe Do Céu;2;0;Apartamento;R$ 2.180;2503;Rua Terra Roxa, São Paulo, Brasil;50;Cidade Mãe Do Céu, Rua Terra Roxa;Cidade Mãe Do Céu, Rua Terra Roxa, São Paulo, Brasil
Rua Getúlio Vargas Filho;Cidade Vargas;2;0;Apartamento;R$ 2.151;2544;Rua Getúlio Vargas Filho, São Paulo, Brasil;45;Cidade Vargas, Rua Getúlio Vargas Filho;Cidade Vargas, Rua Getúlio Vargas Filho, São Paulo, Brasil
Avenida Nove de Julho;Bela Vista;2;0;Apartamento;R$ 2.150;2793;Avenida Nove de Julho, São Paulo, Brasil;77;Bela Vista, Avenida Nove de Julho;Bela Vista, Avenida Nove de Julho, São Paulo, Brasil
Avenida General Olímpio da Silveira;Santa Cecilia;2;0;Apartamento;R$ 2.150;2504;Avenida General Olímpio da Silveira, São Paulo, Brasil;61;Santa Cecilia, Avenida General Olímpio da Silveira;Santa Cecilia, Avenida General Olímpio da Silveira, São Paulo, Brasil
Rua Josef Kryss;Parque Industrial Tomas Edson;2;0;Apartamento;R$ 2.140;2677;Rua Josef Kryss, São Paulo, Brasil;44;Parque Industrial Tomas Edson, Rua Josef Kryss;Parque Industrial Tomas Edson, Rua Josef Kryss, São Paulo, Brasil
Rua Júlio Conceição;Bom Retiro;2;0;Apartamento;R$ 2.130;2957;Rua Júlio Conceição, São Paulo, Brasil;79;Bom Retiro, Rua Júlio Conceição;Bom Retiro, Rua Júlio Conceição, São Paulo, Brasil
Rua Josef Kryss;Parque Industrial Tomas Edson;2;0;Apartamento;R$ 2.130;2642;Rua Josef Kryss, São Paulo, Brasil;45;Parque Industrial Tomas Edson, Rua Josef Kryss;Parque Industrial Tomas Edson, Rua Josef Kryss, São Paulo, Brasil
Rua Senador Feijó;Sé;2;0;Apartamento;R$ 2.108;2939;Rua Senador Feijó, São Paulo, Brasil;95;Sé, Rua Senador Feijó;Sé, Rua Senador Feijó, São Paulo, Brasil
Avenida João Dias;Santo Amaro;2;0;Apartamento;R$ 2.100;2898;Avenida João Dias, São Paulo, Brasil;67;Santo Amaro, Avenida João Dias;Santo Amaro, Avenida João Dias, São Paulo, Brasil
Rua da Consolação;Consolação;2;0;Apartamento;R$ 2.100;2831;Rua da Consolação, São Paulo, Brasil;65;Consolação, Rua da Consolação;Consolação, Rua da Consolação, São Paulo, Brasil
Rua Cipriano Barata;Ipiranga;2;0;Apartamento;R$ 2.100;2783;Rua Cipriano Barata, São Paulo, Brasil;64;Ipiranga, Rua Cipriano Barata;Ipiranga, Rua Cipriano Barata, São Paulo, Brasil
Rua da Mooca;Mooca;2;0;Apartamento;R$ 2.100;2697;Rua da Mooca, São Paulo, Brasil;57;Mooca, Rua da Mooca;Mooca, Rua da Mooca, São Paulo, Brasil
Rua Santo Antônio;Bela Vista;2;0;Apartamento;R$ 2.100;2676;Rua Santo Antônio, São Paulo, Brasil;45;Bela Vista, Rua Santo Antônio;Bela Vista, Rua Santo Antônio, São Paulo, Brasil
Rua João Alfredo;Santo Amaro;2;0;Apartamento;R$ 2.100;2547;Rua João Alfredo, São Paulo, Brasil;38;Santo Amaro, Rua João Alfredo;Santo Amaro, Rua João Alfredo, São Paulo, Brasil
Rua Conde de Sarzedas;Sé;2;0;Apartamento;R$ 2.100;2511;Rua Conde de Sarzedas, São Paulo, Brasil;39;Sé, Rua Conde de Sarzedas;Sé, Rua Conde de Sarzedas, São Paulo, Brasil
Rua Toledo Barbosa;Belenzinho;2;0;Apartamento;R$ 2.100;2430;Rua Toledo Barbosa, São Paulo, Brasil;52;Belenzinho, Rua Toledo Barbosa;Belenzinho, Rua Toledo Barbosa, São Paulo, Brasil
Rua Orfanato;Vila Prudente;2;0;Apartamento;R$ 2.100;2419;Rua Orfanato, São Paulo, Brasil;77;Vila Prudente, Rua Orfanato;Vila Prudente, Rua Orfanato, São Paulo, Brasil
Rua Hannemann;Canindé;2;0;Apartamento;R$ 2.100;2341;Rua Hannemann, São Paulo, Brasil;65;Canindé, Rua Hannemann;Canindé, Rua Hannemann, São Paulo, Brasil
Rua José Bento;Cambuci;2;0;Apartamento;R$ 2.090;2511;Rua José Bento, São Paulo, Brasil;41;Cambuci, Rua José Bento;Cambuci, Rua José Bento, São Paulo, Brasil
Avenida Álvaro Ramos;Quarta Parada;2;0;Apartamento;R$ 2.090;2255;Avenida Álvaro Ramos, São Paulo, Brasil;85;Quarta Parada, Avenida Álvaro Ramos;Quarta Parada, Avenida Álvaro Ramos, São Paulo, Brasil
Rua Ponte Pensa;Parada Inglesa;2;0;Apartamento;R$ 2.050;2366;Rua Ponte Pensa, São Paulo, Brasil;48;Parada Inglesa, Rua Ponte Pensa;Parada Inglesa, Rua Ponte Pensa, São Paulo, Brasil
Rua Ulisses Cruz;Tatuapé;2;0;Apartamento;R$ 2.040;2556;Rua Ulisses Cruz, São Paulo, Brasil;36;Tatuapé, Rua Ulisses Cruz;Tatuapé, Rua Ulisses Cruz, São Paulo, Brasil
Rua Cerro Corá;Vila Romana;2;0;Apartamento;R$ 2.020;2318;Rua Cerro Corá, São Paulo, Brasil;79;Vila Romana, Rua Cerro Corá;Vila Romana, Rua Cerro Corá, São Paulo, Brasil
Rua Santo Antônio;Bela Vista;2;0;Apartamento;R$ 2.010;2613;Rua Santo Antônio, São Paulo, Brasil;31;Bela Vista, Rua Santo Antônio;Bela Vista, Rua Santo Antônio, São Paulo, Brasil
Rua Dona Gabriela;Parada Inglesa;2;0;Apartamento;R$ 2.010;2438;Rua Dona Gabriela, São Paulo, Brasil;36;Parada Inglesa, Rua Dona Gabriela;Parada Inglesa, Rua Dona Gabriela, São Paulo, Brasil
Rua João Crudo;Centro;2;0;Apartamento;R$ 2.000;3058;Rua João Crudo, São Paulo, Brasil;78;Centro, Rua João Crudo;Centro, Rua João Crudo, São Paulo, Brasil
Avenida Jabaquara;Mirandópolis;2;0;Apartamento;R$ 2.000;2917;Avenida Jabaquara, São Paulo, Brasil;65;Mirandópolis, Avenida Jabaquara;Mirandópolis, Avenida Jabaquara, São Paulo, Brasil
Rua Hayden;Vila Leopoldina;2;0;Apartamento;R$ 2.000;2833;Rua Hayden, São Paulo, Brasil;87;Vila Leopoldina, Rua Hayden;Vila Leopoldina, Rua Hayden, São Paulo, Brasil
Rua Doutor César;Santana;2;0;Apartamento;R$ 2.000;2716;Rua Doutor César, São Paulo, Brasil;55;Santana, Rua Doutor César;Santana, Rua Doutor César, São Paulo, Brasil
Rua Bom Pastor;Ipiranga;2;0;Apartamento;R$ 2.000;2716;Rua Bom Pastor, São Paulo, Brasil;60;Ipiranga, Rua Bom Pastor;Ipiranga, Rua Bom Pastor, São Paulo, Brasil
Avenida João Paulo da Silva;Vila Da Paz;2;0;Apartamento;R$ 2.000;2647;Avenida João Paulo da Silva, São Paulo, Brasil;45;Vila Da Paz, Avenida João Paulo da Silva;Vila Da Paz, Avenida João Paulo da Silva, São Paulo, Brasil
Rua São Florêncio;Cangaiba;2;0;Apartamento;R$ 2.000;2611;Rua São Florêncio, São Paulo, Brasil;53;Cangaiba, Rua São Florêncio;Cangaiba, Rua São Florêncio, São Paulo, Brasil
Rua Luiz Porrio;Bela Vista;2;0;Apartamento;R$ 2.000;2577;Rua Luiz Porrio, São Paulo, Brasil;35;Bela Vista, Rua Luiz Porrio;Bela Vista, Rua Luiz Porrio, São Paulo, Brasil
Avenida João Paulo da Silva;Vila Da Paz;2;0;Apartamento;R$ 2.000;2577;Avenida João Paulo da Silva, São Paulo, Brasil;40;Vila Da Paz, Avenida João Paulo da Silva;Vila Da Paz, Avenida João Paulo da Silva, São Paulo, Brasil
Rua Pangaré;Vila Butantã;2;0;Apartamento;R$ 2.000;2568;Rua Pangaré, São Paulo, Brasil;39;Vila Butantã, Rua Pangaré;Vila Butantã, Rua Pangaré, São Paulo, Brasil
Avenida Nove de Julho;Bela Vista;2;0;Apartamento;R$ 2.000;2532;Avenida Nove de Julho, São Paulo, Brasil;68;Bela Vista, Avenida Nove de Julho;Bela Vista, Avenida Nove de Julho, São Paulo, Brasil
Rua Visconde de Parnaíba;Brás;2;0;Apartamento;R$ 2.000;2514;Rua Visconde de Parnaíba, São Paulo, Brasil;38;Brás, Rua Visconde de Parnaíba;Brás, Rua Visconde de Parnaíba, São Paulo, Brasil
